study_code,original_code,rad_assignment,caps_assignment,final_assignment
PSCVS_1449,DC1449,,RED,RED
PSCVS_1465,DC1465,,RED,RED
PSCVS_1517,DC1517,,RED,RED
PSCVS_1537,DC1537,,RED,RED
PSCVS_1539,DC1539,,RED,RED
PSCVS_1548,DC1548,,RED,RED
PSCVS_1550,DC1550,,RED,RED
PSCVS_1555,DC1555,,RED,RED
PSCVS_1557,DC1557,,RED,RED
PSCVS_1559,DC1559,,RED,RED
PSCVS_1560,DC1560,,RED,RED
PSCVS_1561,DC1561,,RED,RED
PSCVS_1563,DC1563,,RED,RED
PSCOS_1632,DC1632,,RED,RED
PSCOS_1634,DC1634,,RED,RED
PSCOS_1636,DC1636,,RED,RED
PSCOS_1637,DC1637,,RED,RED
PSCOD_1684,DC1684,,RED,RED
PSCOD_1685,DC1685,,RED,RED
PSCOD_1687,DC1687,,RED,RED
PSCOD_1695,DC1695,,RED,RED
PSCOS_1706,DC1706,,RED,RED
PSCOS_1708,DC1708,,RED,RED
PSCOS_1710,DC1710,,RED,RED
PSCOS_1712,DC1712,,RED,RED
PSCOS_1713,DC1713,,RED,RED
PSCOS_1714,DC1714,,RED,RED
PSCOS_1717,DC1717,,RED,RED
PSCOS_1718,DC1718,,RED,RED
PSCOS_1719,DC1719,,RED,RED
PSCOS_1721,DC1721,,RED,RED
PSCOS_1758,DC1758,,RED,RED
PSCOS_1760,DC1760,,RED,RED
PSCOD_1772,DC1772,,RED,RED
PSCOM_1777,DC1777,,RED,RED
PSCOM_1779,DC1779,,RED,RED
PSCOM_1781,DC1781,,RED,RED
PSCOS_1788,DC1788,,RED,RED
PSCOS_1789,DC1789,,RED,RED
PSCOS_1792,DC1792,,RED,RED
PSCOS_1793,DC1793,,RED,RED
PSCOS_1794,DC1794,,RED,RED
PSCOS_1795,DC1795,,RED,RED
PSCOS_1832,DC1832,,RED,RED
PSCOS_1833,DC1833,,RED,RED
PSCOD_1876,DC1876,,RED,RED
PSCOD_1885,DC1885,,RED,RED
PSCOM_1950,DC1950,,RED,RED
PSCYD_2049,DC2049,,RED,RED
PSCYD_2054,DC2054,,RED,RED
PSCYS_2066,DC2066,,RED,RED
PSCYD_2089,DC2089,,RED,RED
PSCYD_2101,DC2101,,RED,RED
PSCYD_2103,DC2103,,RED,RED
PSCYS_2127,DC2127,,RED,RED
PSCYS_2130,DC2130,,RED,RED
PSCYM_2176,DC2176,,RED,RED
PSCYM_2181,DC2181,,RED,RED
PSCYS_2219,DC2219,,RED,RED
PSCYS_2223,DC2223,,RED,RED
PSCYS_2241,DC2241,,RED,RED
PSCYS_2370,DC2370,,RED,RED
PSCYS_2372,DC2372,,RED,RED
PSCYS_2376,DC2376,,RED,RED
PSCYS_2377,DC2377,,RED,RED
PSGGD_2465,DC2465,,RED,RED
PSGGD_2466,DC2466,,RED,RED
PSGGD_2469,DC2469,,RED,RED
PSGGD_2591,DC2591,,RED,RED
PSGGD_2593,DC2593,,RED,RED
PSGGD_2598,DC2598,,RED,RED
PSGGD_2602,DC2602,,RED,RED
PSGGD_2603,DC2603,,RED,RED
PSGGS_2727,DC2727,,RED,RED
PSGGS_2729,DC2729,,RED,RED
PSGTD_2738,DC2738,,RED,RED
PSGTD_2745,DC2745,,RED,RED
PSGTS_2830,DC2830,,RED,RED
PSGTS_2831,DC2831,,RED,RED
PSGTS_2834,DC2834,,RED,RED
PSGTS_2836,DC2836,,RED,RED
PSGTS_2837,DC2837,,RED,RED
PSGTD_2879,DC2879,,RED,RED
PSGTM_2909,DC2909,,RED,RED
PSGTS_2920,DC2920,,RED,RED
PSGTD_2932,DC2932,,RED,RED
PSGTM_2963,DC2963,,RED,RED
PSGTM_2967,DC2967,,RED,RED
PSGTS_2998,DC2998,,RED,RED
PSGTS_2999,DC2999,,RED,RED
PSGTS_3051,DC3051,,RED,RED
PSGTS_3052,DC3052,,RED,RED
PSCOM_7453,DC7453,,RED,RED
PSCOM_7454,DC7454,,RED,RED
PSGAB_7660,DC7660,,RED,RED
PSGAB_7661,DC7661,,RED,RED
PSGAB_7663,DC7663,,RED,RED
PSGAB_7670,DC7670,,RED,RED
PSGAB_7671,DC7671,,RED,RED
PSGAB_7673,DC7673,,RED,RED
PSGUD_7704,DC7704,,RED,RED
PSGUS_7720,DC7720,,RED,RED
PSGUS_7721,DC7721,,RED,RED
PSGUB_7767,DC7767,,RED,RED
PSGUB_7782,DC7782,,RED,RED
PSGUB_7786,DC7786,,RED,RED
PSGUB_7787,DC7787,,RED,RED
PSGYD_7825,DC7825,,RED,RED
PSGYD_7831,DC7831,,RED,RED
PSGYD_7843,DC7843,,RED,RED
PSGYD_7853,DC7853,,RED,RED
PSGYS_7865,DC7865,,RED,RED
PSGYS_7885,DC7885,,RED,RED
PSGYS_7891,DC7891,,RED,RED
PSGTS_7898,DC7898,,RED,RED
PSGTS_7906,DC7906,,RED,RED
PSGTS_7907,DC7907,,RED,RED
PSGTS_7925,DC7925,,RED,RED
PSGTD_7931,DC7931,,RED,RED
PSGTD_7932,DC7932,,RED,RED
PSGTD_7944,DC7944,,RED,RED
PSGGB_7974,DC7974,,RED,RED
PSGSD_8001,DC8001,,RED,RED
PSGSD_8003,DC8003,,RED,RED
PSGSD_8010,DC8010,,RED,RED
PSGSD_8025,DC8025,,RED,RED
PSGSB_8040,DC8040,,RED,RED
PSGSB_8060,DC8060,,RED,RED
PSGDS_8065,DC8065,,RED,RED
PSGDB_8135,DC8135,,RED,RED
PSGDB_8139,DC8139,,RED,RED
PSGDB_8149,DC8149,,RED,RED
PSGDB_8151,DC8151,,RED,RED
PSGDB_8153,DC8153,,RED,RED
PSGDB_8155,DC8155,,RED,RED
PSGDB_8157,DC8157,,RED,RED
PSGDB_8164,DC8164,,RED,RED
PSGDB_8165,DC8165,,RED,RED
PSGDB_8166,DC8166,,RED,RED
PSGDB_8167,DC8167,,RED,RED
PSGDB_8168,DC8168,,RED,RED
PSGDB_8169,DC8169,,RED,RED
PSGDB_8170,DC8170,,RED,RED
PSGDB_8171,DC8171,,RED,RED
PSGRD_8177,DC8177,,RED,RED
PSGRD_8193,DC8193,,RED,RED
PSGRS_8202,DC8202,,RED,RED
PSGRD_8206,DC8206,,RED,RED
PSCBS_8270,DC8270,,RED,RED
PSCBS_8275,DC8275,,RED,RED
PSCBD_8294,DC8294,,RED,RED
PSCBD_8312,DC8312,,RED,RED
PSCBX_8316,DC8316,,RED,RED
PSCYS_8345,DC8345,,RED,RED
PSCYS_8349,DC8349,,RED,RED
PSCYS_8350,DC8350,,RED,RED
PSCYS_8353,DC8353,,RED,RED
PSCYS_8364,DC8364,,RED,RED
PSCYS_8367,DC8367,,RED,RED
PSCYS_8370,DC8370,,RED,RED
PSCYS_8373,DC8373,,RED,RED
PSCYD_8375,DC8375,,RED,RED
PSGTD_8749,DC8749,,RED,RED
PSGTD_8755,DC8755,,RED,RED
PSGGD_8770,DC8770,,RED,RED
PSGGD_8771,DC8771,,RED,RED
PSGIM_8796,DC8796,,RED,RED
PSGIM_8798,DC8798,,RED,RED
PSGIS_8801,DC8801,,RED,RED
PSCZS_8921,DC8921,,RED,RED
PSCZS_8922,DC8922,,RED,RED
PSCZS_8923,DC8923,,RED,RED
PSCZD_8927,DC8927,,RED,RED
PSCZS_8935,DC8935,,RED,RED
PSCZS_8938,DC8938,,RED,RED
PSCZS_8939,DC8939,,RED,RED
PSCZS_8940,DC8940,,RED,RED
PSCZS_8941,DC8941,,RED,RED
PSCZS_8944,DC8944,,RED,RED
PSCZS_8945,DC8945,,RED,RED
PSCZS_8946,DC8946,,RED,RED
PSCZS_8947,DC8947,,RED,RED
PSCZS_8948,DC8948,,RED,RED
PSCYD_9014,DC9014,,RED,RED
PSCYD_9041,DC9041,,RED,RED
PSCZS_9067,DC9067,,RED,RED
PSCZD_9068,DC9068,,RED,RED
PSCZD_9069,DC9069,,RED,RED
PSCZD_9072,DC9072,,RED,RED
PSCZD_9082,DC9082,,RED,RED
PSCZD_9083,DC9083,,RED,RED
PSCVD_9093,DC9093,,RED,RED
PSGBS_9123,DC9123,,RED,RED
PSGBS_9124,DC9124,,RED,RED
PSGBS_9127,DC9127,,RED,RED
PSGBS_9128,DC9128,,RED,RED
PSGBS_9130,DC9130,,RED,RED
PSGBS_9132,DC9132,,RED,RED
PSGBS_9138,DC9138,,RED,RED
PSGBS_9139,DC9139,,RED,RED
PSGBS_9141,DC9141,,RED,RED
PSGBS_9142,DC9142,,RED,RED
PSGOB_9154,DC9154,,RED,RED
PSGOB_9156,DC9156,,RED,RED
PSGOB_9159,DC9159,,RED,RED
PSGOB_9160,DC9160,,RED,RED
PSGOB_9162,DC9162,,RED,RED
PSGOB_9163,DC9163,,RED,RED
PSGOB_9164,DC9164,,RED,RED
PSGOB_9166,DC9166,,RED,RED
PSGOB_9174,DC9174,,RED,RED
PSGOB_9175,DC9175,,RED,RED
PSGOB_9179,DC9179,,RED,RED
PSGOB_9180,DC9180,,RED,RED
PSGOB_9181,DC9181,,RED,RED
PSGOB_9183,DC9183,,RED,RED
PSGOB_9186,DC9186,,RED,RED
PSGOB_9188,DC9188,,RED,RED
PSGOB_9190,DC9190,,RED,RED
PSGOB_9200,DC9200,,RED,RED
PSGOB_9201,DC9201,,RED,RED
PSGOS_9204,DC9204,,RED,RED
PSPGD_1035,PNG1035,,RED,RED
PSPGS_1099,PNG1099,,RED,RED
PSPVD_1251,PNG1251,,RED,RED
PSPVS_1357,PNG1357,,RED,RED
